"Id Dosen","Id Mata Kuliah","Sentimen Positif (%)","Sentimen Netral (%)","Sentimen Negatif (%)"
"130","51","65.0","0.0","35.0"
"121","22","45.95","0.0","54.05"
"125","33","48.78","0.0","51.22"
"110","2","41.07","0.0","58.93"
"109","3","40.3","1.49","58.21"
"117","15","35.23","1.14","63.64"
"135","71","32.32","1.01","66.67"
"182","201","32.0","1.0","67.0"
