"Id Dosen","Id Mata Kuliah","Sentimen Positif (%)","Sentimen Netral (%)","Sentimen Negatif (%)"
"183","587","7.14","0.0","92.86"
"117","494","7.89","0.0","92.11"
"174","625","7.69","0.0","92.31"
"134","543","6.52","2.17","91.3"
"130","739","6.12","2.04","91.84"
"174","629","13.16","1.32","85.53"
"233","724","12.5","1.25","86.25"
"117","493","15.0","1.0","84.0"
