"Id Dosen","Id Mata Kuliah","Sentimen Positif (%)","Sentimen Netral (%)","Sentimen Negatif (%)"
"176","961","25.0","0.0","75.0"
"263","1007","22.22","0.0","77.78"
"263","922","22.58","0.0","77.42"
"176","955","15.38","1.92","82.69"
"174","953","12.86","1.43","85.71"
"136","892","16.88","1.3","81.82"
"208","842","16.67","1.28","82.05"
"225","900","16.05","1.23","82.72"
"122","814","14.44","1.11","84.44"
"244","833","15.0","1.0","84.0"
