"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"dosenya agak plin plan titak konsisten","41184","295","90001393","20161","2","3","3","3","2","4","3","2","1","1","267"
"belajar lebih baik lagi bos","41192","295","90001393","20161","3","2","3","2","3","4","2","2","2","2","267"
"menej waktu yng releban supaya mahasiswa bisa mengkondisikan waktu","41193","185","90001483","20161","3","3","4","4","4","3","2","3","4","3","195"
"Semoga dapat ditingkatkan","41199","185","90001483","20161","3","3","3","4","3","2","4","3","3","3","195"
"kami butuh AC","41212","185","90001483","20161","3","3","3","3","4","4","3","3","3","3","195"
"Jangan suka telat ya Pak","41213","185","90001483","20161","4","4","4","4","4","4","4","4","4","4","195"
"terlalu banyak mahasiswa melakukan presentasi untuk menjelaskan meteri, sehingga ada beberapa materi yang tidak terlalu menguasai","41254","256","90001385","20161","4","3","4","3","3","4","3","4","4","3","289"
"pak, ada baiknya untuk menyapaikan dan menjelaskan materi sebelum memberi tugas kepada mahasiswa (tugas presentasi) terima kasih ","41255","256","90001385","20161","3","3","3","3","3","3","3","3","3","3","289"
"metode pembelajaran jangan presentasi terus sesekali diterangkan juga sebelum memberitugas presentasi","41257","256","90001385","20161","2","2","2","3","3","2","2","2","2","2","289"
"ada baiknya sebelum bapak memberiwaktu untuk mahasiswa mempresentasikan tugas, bapak memberikan materi sebelum itu","41261","256","90001385","20161","3","3","3","3","3","3","3","3","3","3","289"
"mahasiswa sebaiknya jangan hanya disuruh buat tugas dan dipresentasikan disetiap sub makul. jelasin juga dong. kami setiap pertemuan itu hanya mendengarkan teman presentasi saja","41274","256","90001385","20161","4","2","1","2","1","1","2","1","2","2","289"
"jangan terlalu banyak tugas dan presentasi mohon lebih menjelaskan materi dengan baik. supaya meningkatkan minat mahasiswa","41275","256","90001385","20161","4","3","2","3","3","2","3","2","2","2","289"
"jangan hanya presentasi saja. tolong dijelaskan juga . karena jika hanya mendengarkan presentasi kami belum mengerti","41276","256","90001385","20161","3","2","1","4","3","1","3","2","3","2","289"
"cara menyampaikan sedikit bermasalah, maka dari itu mahasiwa tidak terlalu tertarik untuk materi yang disampaikan beliau","41277","256","90001385","20161","4","3","3","3","3","2","2","2","2","3","289"
"lebih banyak lagi untuk menguasai materi sehingga mahasiswa mengerti","41321","340","90001468","20161","3","3","3","3","3","3","3","3","3","3","289"
"Tingkatkan, Perluas Parkiran Ruangan di AC semua","41332","185","90001533","20161","4","4","4","4","4","4","4","4","4","4","195"
"best buat pak afan","41335","185","90001533","20161","4","4","4","4","4","4","4","4","4","4","195"
"istimewa","41339","185","90001533","20161","4","4","4","4","4","4","4","4","4","4","195"
"good job","41344","185","90001533","20161","4","4","4","4","4","4","4","4","4","4","195"
"dosen istimewa","41354","185","90001533","20161","4","4","4","4","4","4","4","4","4","4","195"
"Teruskan Pak bimbing kami dan beri kami nilai yang bagus jangan pelit nilai","41365","185","90001533","20161","4","4","4","4","4","4","4","4","4","4","195"
"Soal UAS nya jangan susah2 pak.","41366","251","90001338","20161","4","3","3","3","3","2","3","3","3","3","196"
"Kami senang dosen pak afan, kami senang dengan cara mengajar pak afan lanjutkan","41369","185","90001533","20161","4","4","4","4","4","4","4","4","4","4","195"
"Semangat ibu lanjutkan ","41378","237","90001597","20161","4","4","3","4","4","3","3","3","3","4","289"
"S","41381","237","90001597","20161","4","4","3","4","4","4","4","3","3","4","289"
"penyampaian ibu sudah bagus tapi ibu lebih tegas dan suaranya lebih kuat kalau bisa","41393","237","90001597","20161","3","3","3","4","3","3","4","3","3","3","289"
"Jangan sering bad mood pak.","41418","348","90001512","20161","4","4","4","4","4","3","4","3","3","3","196"
"jangan ngasih tugas terus nggeh bu mahasiswa butuh bernafas","41425","237","90001597","20161","4","4","3","4","3","4","4","1","3","4","289"
"Bpk selalu mengawali pelajaran dg baca basmalah dan surat pendek.","41427","348","90001512","20161","4","4","4","4","4","4","4","4","4","4","196"
"perbanyak contoh soal dan penyelesaiannya","41429","237","90001597","20161","3","3","3","3","3","3","4","1","1","4","289"
"Sudah sangat baik.","41435","348","90001512","20161","4","4","4","4","2","3","2","4","4","4","196"
"sudah baik tingkatkan pak","41436","353","90001583","20161","3","3","3","3","3","3","3","3","3","3","267"
"jangan pelit memberi nilai pak","41442","353","90001583","20161","4","4","4","4","4","4","4","4","4","4","267"
"Diluar jam kelas dosen diharapkan lbh bs menanggapi pertanyaan dr mhs baik itu scr online pun online.","41450","348","90001512","20161","3","3","3","2","3","3","3","3","3","3","196"
"good job","41452","353","90001583","20161","3","4","4","3","4","3","3","3","3","3","267"
"bu janganterlalu sering diskusi ya bingung nanti belajarnya","41463","353","90001583","20161","4","3","3","4","3","2","4","3","3","3","267"
"pak nilainya lah pak dipermudah","41464","341","90001469","20161","4","4","3","4","4","4","4","3","4","4","289"
"good jab bu","41474","353","90001583","20161","4","4","4","4","4","2","4","3","4","4","267"
"kalau mengajar jangan cuman menyuruh mahasiswa untuk membaca slide dan bapak duduk dibelakang nanti mahasiswanya asik sendiri","41482","341","90001469","20161","4","4","3","4","4","4","4","3","3","4","289"
"sama nilai jangan pelit ya pak","41490","341","90001469","20161","4","4","4","4","4","4","4","4","4","4","289"
"Dosennya membuat minat belajar bhs inggris bertambah.","41492","348","90001512","20161","4","4","4","4","4","4","3","4","4","4","196"
"kuis jangan dadakan","41499","341","90001469","20161","4","4","4","4","4","4","3","3","4","4","289"
"jangan mendadak kuis pak","41503","341","90001469","20161","4","4","4","4","4","3","4","4","3","3","289"
"jangan galak - galak pak","41508","341","90001469","20161","4","3","4","3","4","3","3","3","3","3","289"
"sebaiknya lebih jelas lahi menjelaskanya","41549","345","90001513","20161","3","3","2","3","3","2","2","3","3","2","267"
"lebih ditingkatkan lagi","41581","137","90001355","20161","4","4","3","3","3","1","2","3","3","3","267"
"jangan terlalu sering memberi tugas","41600","137","90001355","20161","4","3","2","3","3","2","3","2","2","2","267"
"sudah baik dalam mengajar","41622","349","90001548","20161","4","4","4","4","4","4","4","4","4","4","289"
"jangan sering telat ya bu","41638","349","90001548","20161","3","3","3","3","3","2","2","3","3","3","289"
"lebih tegas lagi ","41642","349","90001548","20161","4","4","4","4","3","3","3","4","3","3","289"
"datang ke kelas lebih tepat waktu","41647","349","90001548","20161","4","4","3","4","4","4","2","3","3","3","289"
"Sabar, jangan marah bu"" biar awet ,muda","41688","317","90001490","20161","3","3","3","3","3","3","3","3","3","3","199"
"Bu terus Cuti, Sayang Ibu..","41692","317","90001490","20161","3","3","3","2","4","2","4","3","4","3","199"
"Kuliah paling enak karena ada AC","41743","335","90001410","20161","4","4","4","4","4","4","4","4","4","4","199"
"ACnya ditambah biar dingin","41747","335","90001410","20161","4","4","3","4","3","2","4","4","3","3","199"
"lebih semangat pak","41749","132","90001362","20161","3","3","3","2","4","4","2","3","4","4","267"
"agar lebih baik lagi mengajarnya","41750","132","90001362","20161","3","3","2","3","3","2","4","2","2","3","267"
"Sebaiknya contoh yang ibu berikan jangan terlalu jauh dari topik yang seharusnya, pada saat menjelaskan jangan terlalu cepat","41751","335","90001410","20161","4","4","3","4","3","1","3","3","3","3","199"
"Good","41784","335","90001410","20161","3","3","4","4","3","2","3","4","3","3","199"
"The best teacher","41798","327","90001552","20161","4","4","4","4","4","4","4","4","4","4","199"
"Is the best pak","41799","327","90001552","20161","4","4","4","4","4","4","4","4","4","4","199"
"Dosen tersebut sudah sesuai dengan pengajaran perkuliahan yang seharusnya","41801","327","90001552","20161","4","4","4","4","4","4","4","4","4","4","199"
"Jangan suka diskusi, mungkin sekali-kali bisa survei langsung untuk PKN","41820","327","90001552","20161","4","3","3","4","4","3","3","3","3","3","199"
"lanjutkan","41823","185","90001543","20161","4","4","4","4","4","4","3","4","4","4","267"
"Baik, dan dapat dipahami saat mengajar","41837","327","90001552","20161","4","4","4","3","4","3","3","4","3","4","199"
"cukup baik","41850","122","90001423","20161","3","3","3","3","3","3","3","3","3","3","267"
"jangan terlalu bersifat tegas tak semua sama","41857","122","90001423","20161","4","3","3","3","3","4","3","3","3","3","267"
"Tingkatkan model pembelajaran dengan lebih baik","41863","327","90001552","20161","3","3","3","3","3","3","3","3","3","3","199"
"Pertahankan dan tingkatkan lagi","41869","327","90001552","20161","3","3","4","4","4","3","3","4","4","3","199"
"Nilai UTS bagusin ya pak","41918","182","90001637","20161","4","4","4","4","4","4","4","4","4","4","199"
"Sempurna","41919","182","90001637","20161","4","4","4","4","4","4","4","4","4","4","199"
"Selalu jadi yang terbaik diantara yang baik","41959","211","90001349","20161","3","3","3","3","3","3","3","3","3","3","199"
"Good","41973","141","90001400","20161","4","3","3","4","3","3","4","3","3","3","199"
"Chat dengan beliau lewat WA sering tidak dibalas","41976","141","90001400","20161","4","4","4","4","4","4","4","4","4","4","199"
"Jangan pelit-pelit nilai","41984","149","90001612","20161","4","3","4","4","4","2","4","3","4","3","199"
"Memuaskan","41985","149","90001612","20161","4","4","4","4","4","3","3","3","4","4","199"
"Cara ngajarnya sudah bagus, semoga lebih bagus lagi","42000","149","90001612","20161","4","4","4","4","4","3","4","3","3","3","199"
"Terimakasih bu","42002","149","90001612","20161","4","3","3","3","3","3","3","3","3","3","199"
"Sukses terus bu kartika,ajari kami dengan hati","42006","149","90001612","20161","4","4","4","4","4","4","4","4","4","4","199"
"Bu kalau kuis, bilang-bilang","42008","149","90001612","20161","4","4","4","4","4","3","4","3","3","3","199"
"Bu kalua buat kuis jangan mendadak","42009","149","90001612","20161","4","3","4","3","4","3","4","3","4","3","199"
"Saat perkuliahan berlangsung mohon untuk diberi contoh soal dan menjelaskan di papan tulis  (untuk soal hitungan)","42015","352","90001565","20161","3","3","3","3","3","4","4","3","3","3","199"
"Bu, kalau bisa pas ngejelasin contoh soal itu ditulis di papan tulis, soalnya kalu hanya melihat di PPT aja cara-caranya saya tidak mengerti dan kurang maksud","42016","352","90001565","20161","3","3","3","4","3","1","4","2","3","3","199"
"Seharusnya ibu mengajak tidak sering menggunakan bahasa inggris , dan jika ada yang bertanya mohon dijawab dan jgn membuat mahasiswa bingung","42017","352","90001565","20161","2","2","2","1","3","2","3","1","2","3","199"
"Sebaiknya jika ada mahasiswa yang bnertanya, dan meras a binggung, ibu harus menanggapinya dan cara ibu mengajar sangat sulit dipahami","42018","352","90001565","20161","2","2","2","2","3","2","2","2","2","3","199"
"Pengajaran dosen ini tidak memuaskan dengan cara menjelaskannya kurang dimengerti","42019","352","90001565","20161","2","3","2","2","3","2","3","2","2","2","199"
"Sebenarnya ketika menerangkan contoh soal agar bisa menjelaskan di papan tulis jadi tidak hanya di slide agar mahasiswa bisa mengerti dengan baik","42021","352","90001565","20161","4","4","3","3","4","1","4","2","2","4","199"
"Semoga kedepannya lebih baik lagi","42025","352","90001565","20161","3","3","2","2","3","2","1","2","2","2","199"
"Bikin bingung saat ngejelasin","42029","352","90001565","20161","2","3","1","2","3","1","2","1","1","1","199"
"Tolong harus bisa menguasai kelas dengan baik dan jangan mengajar orang pintar saja","42030","352","90001565","20161","4","3","1","2","2","3","3","1","1","3","199"
"Semoga cara mengajarnya lebih bisa menguasai situasi","42034","352","90001565","20161","3","3","2","3","3","2","3","2","2","3","199"
"Mohon ketika menjelaskan pelajaran secara runtut, mohon PTT pelajaran diberikan 1 minggu pelajaran dimulai karena untuk menunjang pemahaman","42036","352","90001565","20161","3","3","3","3","3","3","4","2","3","3","199"
"Untuk soal yg rumit tolong dijelaskan di papan tulis supaya lebih memahami alur penyelesaiannya","42039","352","90001565","20161","3","3","3","4","4","3","4","2","3","3","199"
"Ibu seharusnya berinteraksi dengan mahasiswa agar kami lebih mengerti","42040","352","90001565","20161","3","3","3","4","4","1","3","2","3","3","199"
"Lebih baik lagimenguasai kelas dan cara mengajarnya lebih baik lagoi","42041","352","90001565","20161","3","2","2","3","2","2","4","3","3","3","199"
"Lebih bisa memberikan materi secara jelas saat perkuliahan","42042","352","90001565","20161","3","3","2","3","3","1","2","2","2","3","199"
"Saat mengajar tolong menggunakan papan tulis, karena matakuliah ini kebanyakan menghitung","42043","352","90001565","20161","4","3","2","3","4","3","3","2","2","3","199"
"Saat mengajar tolong menggunakan papan tulis, karena matakuliah ini kebanyakan menghitung","42044","352","90001565","20161","4","3","2","3","4","3","3","2","2","3","199"
"Mengajarnya bu utami dapat meningkatkan minat belajar/ mudah dipahami","42050","345","90001514","20161","3","4","3","4","3","3","2","4","4","3","199"
"Enak, asyik, slowly, dan menyenangkan menurut saya","42053","345","90001514","20161","3","3","3","4","3","3","2","3","3","2","199"
"UAS open book ya","42060","345","90001514","20161","4","4","4","4","4","1","3","4","4","3","199"
"UAS open book ya bu","42061","345","90001514","20161","4","4","3","4","4","1","3","3","4","3","199"
"Sudah bagus tingkatkan","42062","345","90001514","20161","4","4","4","4","4","4","4","4","4","4","199"
"Semangat","42063","345","90001514","20161","4","4","4","4","3","3","3","4","4","4","199"
"Lanjutkan bu","42066","345","90001514","20161","4","4","4","4","4","4","3","4","4","4","199"
"Dosennya kurang tepat waktu","42067","345","90001514","20161","4","3","3","4","4","1","2","3","3","3","199"
"Materi dijadikan hardcopy pada masing# mahasiswa","42068","345","90001514","20161","3","3","4","4","4","1","4","3","3","3","199"
"Semoga Allah meridhoi pembelajaran kita","42072","345","90001514","20161","4","4","4","3","3","1","2","3","2","3","199"
"Rujukan diperjelas","42074","345","90001514","20161","4","3","4","4","4","1","3","4","4","3","199"
"Mohon mengajar tepat waktu","42093","303","90001447","20161","3","3","3","3","3","3","3","3","3","3","199"
"tolong bagikan hasil uts","42124","142","90001654","20161","3","3","3","3","3","3","3","3","3","3","267"
"good","42136","142","90001654","20161","4","4","4","4","4","4","4","4","4","4","267"
"best","42138","142","90001654","20161","4","4","4","4","4","4","4","4","4","4","267"
"selalu tepat waktu tetap semangat memberikan ilmu yg bermanfatan bagi mhsw","42140","142","90001654","20161","4","4","4","4","4","4","4","4","4","4","267"
"cara mengajarnya enak mudah dipahami mhsw","42151","288","90001650","20161","4","4","4","4","4","4","4","4","4","4","267"
