"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"Nice dosen seperti ini perlu diperbanyak","38802","182","90001223","20152","4","3","4","3","3","3","4","4","3","4","311"
"Nice","38803","182","90001223","20152","3","2","2","4","3","2","2","2","3","2","311"
"Risetnya sip","38805","182","90001223","20152","4","4","4","4","4","4","4","4","4","4","311"
"Lanjutkan!!Gaji kurang minta ke UAD yang penting bapak tetap di UAD","38806","182","90001223","20152","4","4","4","4","4","4","4","4","4","4","311"
"Sempurna","38809","182","90001223","20152","4","4","4","4","4","4","4","4","4","4","311"
"Referensi mungkin lebih dishare lagiuntuk proyek setiap pertemuan mungkin diadakanmembawa alat peraga yang sesuai dengan materi kuliah","38815","182","90001223","20152","4","4","3","4","4","2","4","4","4","2","311"
"Tingkatkan dan jadikan teladan/contoh untuk dosen-dosen lain dalam mengajar","38826","182","90001223","20152","4","4","4","4","4","3","4","4","4","4","311"
"Good Job","38828","182","90001223","20152","4","4","4","4","4","4","4","4","4","4","311"
"Sangat Bagus","38830","182","90001223","20152","4","4","4","4","4","4","4","4","4","4","311"
"Oke","38831","255","90001017","20152","4","4","4","4","4","4","4","4","4","4","199"
"Maju terus pak","38834","255","90001017","20152","3","3","3","3","3","3","3","3","3","3","199"
"Mantap Pak","38839","255","90001017","20152","3","3","3","3","3","3","3","3","3","3","199"
"Mohon penjelasan lebih dan saat menggunakan slide di jeda beri mahasiswa menulis","38851","255","90001017","20152","3","4","3","4","3","1","2","3","4","3","199"
"Subhanallah mantap","38852","255","90001017","20152","3","3","3","3","3","3","3","3","3","3","199"
"Cara mengajarnya harus ditingkatkan  pada soalnya gak ada memotivasi mahasiswa, dan kalau bisa gunakan slide bahasa indonesia biar ngerti semua, biar nyatet","38853","255","90001017","20152","2","2","1","2","2","1","3","1","1","1","199"
"UAS open book terlalu banyak untuk hafal materinya, dikelas sudah lumayan","38854","255","90001017","20152","2","3","2","2","2","3","2","3","3","3","199"
"Sebelum UAS semoga memberi kisi-kisi yang jelas","38855","255","90001017","20152","3","3","3","3","3","1","3","2","3","3","199"
"Masya Allah Mantap","38858","255","90001017","20152","3","3","3","3","3","3","3","3","3","3","199"
"Minta di enakin nilainya","38863","251","90001315","20152","3","3","3","3","3","3","3","3","3","3","289"
"Menjadi dosen yang paling sering mengucapkan kata adalah","38864","251","90001315","20152","4","3","2","4","3","3","2","4","4","4","289"
"Perbanyak tugas dan latihan","38881","251","90001315","20152","4","4","4","4","4","4","3","4","4","4","289"
"Kembalikan soal-soal yang sudah dikerjakan","38882","251","90001315","20152","3","2","1","3","2","1","2","2","2","2","289"
"Saya harap Bapak tidak terlalu banyak membuat tugas karena makul yang lain tidak fokus karna waktu banyak untuk memikirkan alpro","38884","132","90000965","20152","3","3","2","2","3","2","3","1","1","3","311"
"Jangan terlalu banyak memberikan tugas karena mahasiswa cuma manusia biasa yang punya batasan kemamouan semoga dosen berhati baik","38885","132","90000965","20152","3","4","3","4","3","2","4","3","4","3","311"
"Bayar mahal fasilitas kekok! uang gedung sampe 6jt, gedung gak jadi, sampaikan Pak","38886","132","90000965","20152","3","3","1","3","4","2","4","1","2","3","311"
"Kurang keras menjelaskan ok!","38887","132","90000965","20152","4","3","2","1","3","1","3","4","4","4","311"
"Bingung dengan tugas yang diberikan","38890","132","90000965","20152","4","4","3","3","3","2","4","3","4","3","311"
"Good","38893","132","90000965","20152","3","4","4","4","4","4","4","4","4","4","311"
"Kurang memberikan demo ngodingkurang jelas instruksi saat memberikan tugas","38896","132","90000965","20152","3","3","3","3","3","2","3","2","1","3","311"
"Jangan terlalu menekan","38908","132","90000965","20152","3","3","3","3","3","3","3","3","3","1","311"
"Menjelaskan materi terlalu serius, jangan bukan materi disampaikan","38911","132","90000965","20152","3","3","3","3","3","2","3","2","3","2","311"
"Metode pembelajaran yang kurang menarik, sehingga membuat mahasiswa tidak tertarik belajar","38912","132","90000965","20152","1","1","1","1","1","1","1","1","1","1","311"
"Lebih jelas lagi!! dan awali lalu akhiri dengan berdoa","38915","175","90001157","20152","3","2","2","3","3","2","2","2","2","2","311"
"change to be better","38916","175","90001157","20152","3","3","3","4","4","1","3","3","2","3","311"
"kalau ngejelasin gunakan saja mikroponya Pak, dibelakang kurang dengar dengernya","38917","175","90001157","20152","3","2","2","3","3","1","3","2","1","2","311"
"Sebaiknya pada saat menjelaskan suaranya diperjelas lagi","38918","175","90001157","20152","3","3","2","4","3","2","3","2","3","3","311"
"Suaranya terlalu kecil sehingga penyampaian materi kurang dipahami","38928","175","90001157","20152","3","3","3","3","4","2","3","3","3","3","311"
"Mohon menggunakan pengeras suara saat mengajar","38931","175","90001157","20152","3","3","2","3","3","1","3","2","2","3","311"
"Lebih keras lagi dalam mengajar","38935","175","90001157","20152","3","3","3","3","3","3","3","3","3","3","311"
"Memperjelas lagi matakuliah yang disampaikan agar mudah memahami","38936","175","90001157","20152","3","3","3","3","3","3","3","3","3","3","311"
"Suara kurang lantang dan jelas","38941","175","90001157","20152","3","3","2","3","4","2","3","2","3","3","311"
"Memulai dan mengakhiri pelajaran dengan bismillah","38943","175","90001157","20152","4","3","2","4","4","1","3","1","3","4","311"
"Pak Aziz it's the best","38946","127","90001055","20152","4","4","4","4","4","4","4","4","4","4","195"
"semoga diadakan praktikum","38955","127","90001055","20152","3","3","3","3","3","3","3","3","3","3","195"
"Lebih rajin Pak kuliahnya","38956","127","90001055","20152","4","4","4","4","4","4","4","4","4","4","195"
"Menguasai materi","38958","127","90001055","20152","4","4","4","4","4","4","4","4","4","4","195"
"Menguasai materi","38970","127","90001042","20152","4","4","4","4","4","4","4","4","4","3","199"
"Mantap","38971","127","90001042","20152","4","4","4","4","3","2","3","3","3","4","199"
"Peningkatan Perkuliahan tepat Waktu Wajib di jalankan","38992","150","90001241","20152","4","4","4","4","4","4","2","4","4","4","195"
"Semoga selalu tetap ramah thd mhs.","39000","326","90001316","20152","4","4","4","4","4","4","4","4","4","4","196"
"good","39038","118","90001056","20152","4","3","3","3","4","3","3","3","4","4","267"
"jarang mamuk sekali masuk tugas seabrek","39062","247","90001286","20152","4","4","4","4","3","3","3","3","2","2","267"
"Sulit Mencerna Informasi yang diberikan","39084","316","90001270","20152","3","3","3","4","3","2","3","3","3","3","195"
"Dosen masih kurang tegas terhadap Mhs.. Penyampaian Materi bikin ngantuk","39085","316","90001270","20152","3","3","3","2","3","1","3","2","2","3","195"
"Harus bisa mengerti kondisi anak-anak","39092","316","90001270","20152","3","3","3","3","3","2","3","2","3","3","195"
"ya, ibu harus dipertahankan.","39093","180","90001125","20152","4","4","4","4","3","4","3","3","3","4","198"
"lebih memberikan porsi yang sebanding antara presentasi/tugas dengan perkuliahan","39094","180","90001125","20152","3","3","3","4","3","4","2","2","3","4","198"
"tetap semangat mengajar","39095","180","90001125","20152","4","3","4","4","2","2","2","3","4","4","198"
"Tingkatkan","39163","185","90001097","20152","4","4","4","4","4","3","2","4","4","4","289"
"Tingkatkan selalu pak","39164","185","90001097","20152","4","4","4","4","4","3","4","4","4","4","289"
"Good Job Bapake","39176","185","90001097","20152","4","4","4","4","4","4","4","4","4","4","289"
"Kasih snack donk","39177","185","90001097","20152","4","4","4","4","4","4","4","4","4","4","289"
"Acc ok","39178","185","90001097","20152","4","4","4","4","4","4","4","4","4","4","289"
"Keep Fighting Pak Afan","39180","185","90001097","20152","4","4","4","4","4","4","4","4","4","4","289"
"Excellent","39184","320","90001142","20152","4","4","4","4","3","2","4","4","3","3","199"
"Selalu semangat Mr","39185","320","90001142","20152","4","4","4","4","4","2","4","3","3","4","199"
"Tingkatkan","39211","183","90001071","20152","4","3","3","4","3","3","3","3","3","3","198"
"Joss","39212","183","90001071","20152","3","4","3","3","3","3","2","3","3","3","198"
"kurang waktu untuk sharing atau ketemu untuk menyelesaikan tugas.","39245","189","90001263","20152","3","4","3","4","3","2","3","2","2","2","198"
"Sistem ajarannya kurang baik.","39275","249","90001277","20152","2","3","2","3","3","2","3","2","2","2","196"
"Tingkatkan lagi, pasti bisa.","39276","249","90001277","20152","2","2","2","2","3","2","3","1","2","3","196"
"Agar tidak terlalu sering presentasi karena malah menjadi tidak paham dan tidak kondusif.","39288","309","90001280","20152","3","3","4","4","3","3","3","3","3","3","196"
"kurang","39315","150","90001241","20152","3","3","2","3","2","2","2","3","2","2","195"
"kurang dalam hal kuliah tatap muka","39324","247","90001222","20152","4","4","3","3","3","2","1","3","3","3","193"
"Memberi materi sangat baik pada matakuliahnya sesuai masuk dengan waktu yang ditentukan","39325","247","90001222","20152","3","3","3","3","3","2","3","3","3","2","193"
"jangan pak Son yang ngajar","39329","247","90001222","20152","3","3","3","3","3","3","3","3","3","3","193"
"Yang diisi mau apa? soalnya dosen belum pernah masuk","39332","247","90001222","20152","1","1","1","1","1","1","1","1","1","1","193"
"yang ngajar lebih banyak pak son","39336","247","90001222","20152","4","3","3","3","3","2","3","3","3","3","193"
"Mengajarnya jangan terlalu monoton ke PPT. Kasih contoh yang jelas, semangat mengajarnya lebih di tingkatkan lagi.","39364","179","90001576","20161","3","4","3","3","3","3","2","2","3","3","193"
"Diharapkan masuk tepat waktu.","39381","179","90001576","20161","4","4","3","3","4","2","2","3","3","4","193"
"Dosen yang sangat memahami Mahasiswa","39455","178","90001594","20161","3","4","4","4","4","4","4","4","4","4","195"
"be spirit bu","39457","178","90001594","20161","4","4","4","3","4","3","4","3","4","4","195"
"Dosen yang sangat baik","39458","178","90001594","20161","4","3","4","3","2","4","3","3","3","3","195"
"Sudah baik bu pertahankan terus","39464","178","90001594","20161","4","4","4","4","4","4","4","4","4","4","195"
"Pengajarannya sudah cukup bagus, lebih bagus lagi jika diadakan presentasi/diskusi agar mahasiswa lebih aktif","39466","178","90001594","20161","3","3","3","4","3","3","4","3","3","3","195"
"Pengajarannya sudah cukup bagus, lanjutkan bu semangat","39467","178","90001594","20161","3","3","3","4","3","3","4","3","3","3","195"
"Semoga semakin lebih baik Aamiin","39469","178","90001594","20161","4","4","4","4","4","4","4","3","4","4","195"
" lanjutkan bu","39472","178","90001594","20161","3","3","3","3","3","2","3","3","4","3","195"
"Semoga cara mengajar jadi lebih baik","39473","178","90001594","20161","4","4","4","4","4","2","3","4","4","4","195"
"ibu kurang berinteraksi dengan mhs. sehingga kurang dapat meningkatkan minat belajar selain itu pengajarannya tidak menarik seperti monoton","39476","178","90001594","20161","3","3","2","2","3","2","4","1","2","3","195"
"Jangan pelit pelit nilai ya bu","39477","178","90001594","20161","3","3","2","4","3","4","4","1","3","4","195"
"Sebaiknya diajarkan Live Coding secara urut","39480","333","90001379","20161","3","3","3","4","4","2","4","3","2","3","195"
"Cara belajarnya cukup menyenangkan","39481","333","90001379","20161","3","3","3","3","3","3","3","3","3","3","195"
"sudah baik tingkatkan","39485","333","90001379","20161","4","4","4","4","4","1","3","4","2","4","195"
"Sangat bagus dalam mengajar","39487","333","90001379","20161","3","3","3","3","3","3","3","3","3","3","195"
"Mohon live ciding pak , mohon mahasiswa yang telat toleransinya 10 menit saja","39495","333","90001379","20161","3","4","3","4","4","4","3","3","3","4","195"
"kurang live coding dan penerangan tentang coding yang sudah dibuat","39500","333","90001379","20161","3","3","3","3","3","3","3","3","3","3","195"
"Kurang live coding dan menjelaskan coding jangan lewat picturenya doang","39502","333","90001379","20161","3","3","2","3","3","2","2","2","2","3","195"
"kurang live coding","39504","333","90001379","20161","3","3","3","3","3","3","3","3","3","3","195"
"kurang coding","39505","333","90001379","20161","3","3","3","3","3","3","3","3","3","3","195"
"Lebih tegas dalam menyampaikan materi agar mahasiswa tidak mengantuk.","39600","326","90001405","20161","3","3","3","3","3","3","3","3","3","3","193"
"Cukup baik dan sesuai","39738","335","90001417","20161","3","3","3","3","3","3","3","3","3","3","195"
"cukup menguasai","39739","335","90001417","20161","3","3","3","3","3","3","3","3","3","3","195"
"Perbanyak tugas dan kuis latihan","39745","335","90001417","20161","3","3","3","3","3","3","3","3","3","3","195"
"good","39756","135","90001406","20161","3","3","4","4","3","3","3","4","4","3","195"
"miss you are thebest","39759","350","90001549","20161","4","3","4","4","3","4","3","3","4","4","195"
"tidak ada komentar buat ibu. ibu terbaik ibu yang selalu mengerti mahasiswanya","39760","350","90001549","20161","4","4","4","4","4","4","4","4","4","4","195"
"miss ana is the best","39818","350","90001549","20161","4","3","3","4","4","3","2","3","3","3","195"
"miss ana terbaik","39819","350","90001549","20161","4","4","4","4","4","3","4","4","4","4","195"
"Semangat miss, terimakasih/ get well Soon miss","39827","350","90001549","20161","4","4","4","4","4","4","3","4","4","4","195"
"Tanks  a lot, maam. hope you recover soon","39833","350","90001549","20161","4","4","4","4","3","4","4","4","3","4","195"
"Cepat sembuh miss, semoga operasinya lancar tanpa halangan apapun","39840","350","90001549","20161","4","4","4","4","3","4","3","3","4","4","195"
"Good job","39859","350","90001549","20161","4","4","4","4","3","4","4","4","4","4","195"
"semoga cepet sembuh bu operasinya lancar","39863","350","90001549","20161","3","3","3","3","3","3","3","3","3","3","195"
"Lanjut kan bu","39865","350","90001549","20161","4","4","4","4","4","4","4","4","4","4","195"
"semoga lebih baik","39868","350","90001549","20161","4","4","4","4","4","4","4","4","4","4","195"
"Tetap seperti ini bu kami sudahnyaman dengan cara mengajar ibu seperti ini","39884","350","90001549","20161","4","4","4","4","4","4","4","4","4","4","195"
"cepat sembuh miss : semoga operasinya lancar","39887","350","90001549","20161","4","4","4","4","4","4","4","4","4","4","195"
"ibu fitri terbaik","39927","349","90001547","20161","4","3","3","4","4","1","3","4","4","3","267"
"materi kuliah dijelaskan kadan tak berurutan","39934","349","90001547","20161","4","4","4","4","3","4","4","4","4","4","267"
"terlalu cepat","39954","293","90001332","20161","3","3","3","3","3","3","2","3","3","3","267"
"Perbanyak dosen kayak begini..","39985","336","90001419","20161","4","4","4","4","4","4","4","4","4","4","196"
"Lebih meningkatkan materi yg diajarkan.","40325","118","90001334","20161","3","3","3","3","3","3","3","3","3","3","196"
"Bapak Luar biasa.","40328","118","90001334","20161","3","3","3","3","3","3","3","3","3","3","196"
"Tolong jangan terlalu cepat dalam menyampaikan materi.","40330","118","90001334","20161","2","3","2","4","3","2","4","1","2","4","196"
"dosen tiddak membebani banyak tugas dan tau kesibukan mahasiswa Mantab","40337","259","90001438","20161","3","3","3","3","3","3","2","3","3","3","195"
"mohon lebih jelas lagi.","40338","118","90001334","20161","3","3","3","4","4","3","4","3","3","3","196"
"Bagus sekali bapaknya mengajar","40350","259","90001438","20161","4","4","4","4","4","4","4","4","4","4","195"
"dosen cukup enjoy nggak neko-neko sama mhs gaul keren","40360","259","90001438","20161","4","4","4","4","4","4","4","4","3","4","195"
"Semangat Pak","40374","313","90001434","20161","3","3","3","3","3","3","3","3","3","3","195"
"Tetap semangat Pak","40387","313","90001434","20161","3","3","3","4","3","4","3","3","3","4","195"
"Kesempurnaan hanya milik Allah","40397","313","90001434","20161","4","4","4","4","4","4","4","4","3","3","195"
"Kasih rujukan pak buat dipelajari","40401","313","90001434","20161","4","3","3","2","3","2","2","3","3","2","195"
"Jangan terlalu sering mengejarkan E-learning, sukses terus Pak","40404","137","90001354","20161","4","4","3","4","3","2","4","3","3","4","195"
"Metode belajarnya diubah agar lebih menarik","40406","137","90001354","20161","3","3","3","3","4","2","4","2","2","2","195"
"Trims krn tdk ada keterlambatan utk hadir pd MK Ibu..","40449","130","90001367","20161","4","4","4","4","4","4","4","4","4","4","196"
"Utk tugas2 dan Nilai UTS diberitahukan mhs ya bu...","40455","130","90001367","20161","4","4","4","4","4","2","3","4","4","4","196"
"Maju trs bu kami selalu ada dibelakang mendukung...","40459","130","90001367","20161","4","4","4","4","4","4","4","4","4","3","196"
"mudah dipahami enak didengar..","40461","130","90001367","20161","4","4","4","4","3","3","2","4","4","4","196"
"Semoga smakin banyakdisukai mhs dan disyang keluarga... contoh dosen bagi yg lain.","40463","130","90001367","20161","4","4","4","4","2","4","4","3","3","4","196"
"Mterinya klu bisa dibikin modul..","40464","252","90001431","20161","4","4","4","4","4","4","4","4","4","3","196"
"Lebih sabar ya pak menghadapi kami...","40475","252","90001431","20161","4","3","3","3","3","1","3","3","4","3","196"
"Tambahi latihan tugas dan ajari hosting posting upload live php di web ya pak..","40484","252","90001431","20161","4","4","4","3","3","3","4","4","3","4","196"
"Sudah cukup untuk saya..","40488","252","90001431","20161","3","4","4","4","3","3","3","3","4","4","196"
"Tugas dan deadline pengumpulan terlalu mepet.","40490","252","90001431","20161","4","4","3","4","3","3","3","4","4","4","196"
"Metode penyampaian kurang jelas.","40491","252","90001431","20161","4","3","3","4","3","2","4","3","3","3","196"
"Sudah bagus, pertahankan dan tingkatkan.","40493","252","90001431","20161","4","4","4","4","3","2","3","3","4","4","196"
"Semangat terus bu,, jaga kesehatan..","40499","211","90001407","20161","3","3","3","4","2","3","2","2","2","2","196"
"Semangat buk kedepannya semakin dibanyakin contoh soalnya ya buk","40522","351","90001560","20161","3","3","3","4","4","4","4","3","4","4","195"
"good job","40525","351","90001560","20161","3","4","3","4","4","4","4","4","4","3","195"
"Semoga bisa lebih baik","40526","351","90001560","20161","3","4","3","4","3","4","3","3","4","4","195"
"saran aja bu kalau menjelaskan mohon suaranya di perjelas terimakasih","40527","351","90001560","20161","3","3","3","3","3","4","3","3","3","3","195"
"Mohon jelaskan materi dengan lebih rinci lagi","40528","351","90001560","20161","3","3","2","3","3","4","3","2","2","4","195"
"Jangan terlalu cepat dalam memberikan materi","40529","351","90001560","20161","3","3","3","3","3","3","3","3","3","3","195"
"Semoga bisa mengajar lebih baik lagi","40532","351","90001560","20161","3","4","3","4","4","4","3","3","3","3","195"
"Tingkatkan lagi penjelasanny karena kami kurang paham dan pertegas lagi cara mengajarnya","40533","351","90001560","20161","2","3","3","3","3","4","3","2","2","2","195"
"Tetap semangat bu tetap istiqomah","40538","351","90001560","20161","4","3","2","3","3","4","2","2","3","3","195"
"menjelaskan terlalu cepat pulang tepat waktu","40539","351","90001558","20161","4","3","3","4","4","4","2","3","3","3","267"
"tetap sabar bu","40545","351","90001558","20161","4","4","4","4","3","4","4","3","3","3","267"
"Kurang infcresting maaf bu","40548","351","90001560","20161","3","4","3","3","4","4","4","3","3","3","195"
"lebih detail dalam menjelaskan materi, dan  menjelaskannya materi jangan terlalu cepat","40554","351","90001560","20161","3","4","3","4","4","4","3","4","4","4","195"
"penyampain materi jangan terlalau cepat","40562","351","90001560","20161","3","3","3","4","4","3","2","3","3","4","195"
"Lebih rinci lagi dan di perjelas dalam menjelaskan materi, jangan terlalu cepaat menjelaskannya, lebih dekat lagi dengan mahasiswa/mahasiswi yang selalu diam dikelas","40568","351","90001560","20161","3","4","3","3","4","4","2","3","3","3","195"
"harus bnyk latihan soal agar lebih menguasai","40569","351","90001558","20161","3","3","3","3","3","4","3","3","2","3","267"
"Bu menerangkannya terlalu cepaat, pulang tepat waktu","40571","351","90001560","20161","4","3","3","4","4","4","2","3","2","3","195"
"terlalu cepat dalam berbicara","40572","351","90001558","20161","2","3","3","3","4","3","3","3","3","3","267"
"tugasnya tolong lebih manusiawi bu","40575","351","90001558","20161","3","2","2","3","3","4","4","2","2","4","267"
"Sebaiknya jika menerangkan lebih rinci ya bu","40580","351","90001560","20161","4","4","4","4","4","4","4","4","4","4","195"
"Lebih banyak latihan agar mahasiswanya mudah menguasai materi","40588","351","90001560","20161","3","3","3","3","3","4","3","3","2","3","195"
"mantap lanjutkan","40594","351","90001560","20161","3","4","4","4","4","4","4","3","4","4","195"
"Dosen diganti katena untuk materi menguasi tetapi dalam menyampaikan kurang,jadi saya menjadi bingung","40614","150","90001613","20161","3","3","3","3","2","2","3","1","1","2","195"
"sudah bagus untuk saya","40615","150","90001613","20161","4","4","4","4","3","2","2","2","3","3","195"
"Kalau jelasin pelan2 ya Pak Kita susah memeahaminya","40616","150","90001613","20161","3","3","3","4","3","1","2","3","3","3","195"
"kurang dipahami","40617","150","90001613","20161","4","3","3","4","3","1","2","3","2","3","195"
"Pertahankan dan tingkatkan lebih baik lagi","40620","150","90001613","20161","4","4","3","4","3","2","4","3","3","3","195"
"Sebiknya Dosen memberikan penjelasan yang lebih jelas","40622","150","90001613","20161","4","4","2","4","3","1","4","2","3","2","195"
"Sebaiknya dalam mengajar Dosen memahami situasi kelas, apakah kelas itu ramai atau tidak. Karena dalm mengajar dosen harus sigap dan jelas dalam menerangkan materi","40626","150","90001613","20161","3","3","2","3","3","1","2","2","3","3","195"
"Penjelasan terlalu cepat dan sulit dipahami","40632","150","90001613","20161","4","3","3","3","3","2","2","3","3","3","195"
"Jelaskan materi secara runtut dan pelan pelan","40640","150","90001613","20161","2","3","2","4","2","1","4","2","2","2","195"
"Dalam Menjelaskan kurang kondusif, Tulisan di whiteboard kurang jelas","40657","150","90001613","20161","3","3","2","3","3","1","2","2","2","3","195"
"semangat pak","40689","175","90001601","20161","4","4","4","4","4","4","4","4","4","4","267"
"bpk is the best","40691","175","90001601","20161","3","3","3","3","3","3","3","3","3","3","267"
"Kurang memberikan motivasi kepada mahasiswa agar meningkatkan minat belajar","40724","150","90001613","20161","3","2","2","3","2","2","2","2","2","2","195"
"Cara mengajarnya kurang baik sehingga kami hasiswa sulit memehami pelajaran yang di jelaskan","40726","150","90001613","20161","4","4","2","3","3","1","2","2","2","3","195"
"Jika mengajar Dosen harap memakai sepatu bukan sandal dan berpenampilan rapih","40727","150","90001613","20161","3","3","2","3","3","1","3","2","2","2","195"
"Kalau mengajar memakai sandal seharusnya memakai sepatu","40728","150","90001613","20161","3","3","3","4","3","2","2","1","3","3","195"
"Lebih disiplin  lagi dan kurangi kecepatan saat mengajar","40730","150","90001613","20161","4","3","3","3","3","2","2","3","3","2","195"
"tolong tulisan bapak dirapihkan lagi kami sudah terlalu berimajinasi","40733","150","90001613","20161","4","3","3","4","4","1","4","2","3","3","195"
"Cara mengajarnya kurang efektif dikarenakan banyak duduk dan tidak pakai mix","40734","352","90001567","20161","3","3","3","3","3","3","3","3","3","3","289"
"Ibu tolong kalau mengajar jangn duduk saja, apalagi ini mata kuliah banyak hitungannya","40735","352","90001567","20161","3","3","2","3","3","2","3","2","2","3","289"
"wes terbaiklah pertahankan, ibunya mirip Raisa jadi pingin dinyanyikan","40736","352","90001567","20161","3","3","2","3","3","4","4","2","2","3","289"
"Change to be better","40737","352","90001567","20161","3","3","3","3","4","1","3","2","2","4","289"
"love you","40738","352","90001567","20161","4","3","3","3","4","1","2","2","3","4","289"
"Jangan hanya duduk dan memeganglaptop","40740","352","90001567","20161","3","3","2","2","3","1","3","1","2","3","289"
"ketika melihat wajab ibu hatiku berdebar, wajahmu seperti bunga lotus yang sedangmekar","40741","352","90001567","20161","4","4","4","4","4","4","4","4","4","4","289"
"sistem belajarnya kurang efisien, ibu dosen yang satu ini makin hari makin cantik kok bisa","40742","352","90001567","20161","3","3","3","4","3","2","3","4","2","3","289"
"Pakai Mix, suara ibu kecil","40743","352","90001567","20161","3","2","2","3","3","3","3","1","1","2","289"
"pakai micropone ya bu biar kedengaran","40753","352","90001567","20161","3","4","3","3","3","4","3","3","3","4","289"
"perbanyak contoh soal","40755","352","90001567","20161","3","3","3","3","3","3","3","3","3","3","289"
"menerangkan di papan tulis bu jangan hanya duduk diam dikursi bu","40762","352","90001567","20161","3","3","2","3","4","3","4","3","3","4","289"
"Rujukan kuliah harus jelas","40768","191","90001525","20161","4","3","3","3","4","2","1","4","4","2","289"
"usahakan untuk bu Isana agar datang tepat waktu","40779","191","90001525","20161","3","3","3","4","3","1","1","3","3","2","289"
"mohon motivasidengan pendekatanyang baik","40795","132","90001364","20161","3","3","3","3","3","2","3","2","2","3","289"
"menikmati pembelajaran pertemuan ke 11","40797","132","90001364","20161","4","4","4","4","4","4","4","4","4","4","289"
"luar biasa","40817","132","90001364","20161","4","4","2","2","4","2","4","1","4","4","289"
"lebih baik memberikan rujukan perkuliahan","40824","291","90001446","20161","3","3","3","4","3","3","3","3","3","2","289"
"metode pengajaran jangan terlalu monoton","40825","291","90001446","20161","4","4","3","4","4","1","2","2","3","3","289"
"sistem pembelajaran kurang efektif","40832","291","90001446","20161","3","3","3","3","3","2","3","2","3","3","289"
"kurang mendiskripsikan materi agar mahasiswa lebih jelas","40836","291","90001446","20161","3","2","3","3","3","2","3","2","3","2","289"
"metode pengajarannya harap diuah","40838","291","90001446","20161","4","3","1","3","4","1","2","1","2","3","289"
"kurang kisi-kisi, pelit nilai","40840","291","90001446","20161","4","2","3","3","3","2","3","2","2","2","289"
"sebaiknya menggunakan kisi-kisi saat UTS/UAS","40841","291","90001446","20161","4","3","3","3","3","3","3","3","3","3","289"
"Bapak sering tidak hadir saat perkulihan dan juga dalam hal menilai sangat tidak menyenangkan","40842","291","90001446","20161","3","4","3","4","4","1","2","3","3","3","289"
"presentasinnya kurang efektif","40846","291","90001446","20161","3","2","2","2","3","3","2","2","3","4","289"
"Menurut saya, baiknya lebih murah dapat memberikan nilai jangan terlalu pelit nilai pak","40847","291","90001446","20161","3","3","2","4","3","4","4","2","3","3","289"
"pelit nilai","40849","291","90001446","20161","3","2","2","2","2","2","2","2","2","2","289"
"semangat terus pak","40889","235","90001427","20161","3","3","3","3","3","3","3","3","3","3","289"
"mohon lebih diperhatikan lagi  mahasiswanya, dan dipermudah cara penjelasannya","40892","235","90001427","20161","4","4","4","4","4","4","4","4","4","4","289"
"jangan pelit nilai ya pak soalnya gak paham materi","40893","235","90001427","20161","3","3","3","3","3","3","3","3","3","3","289"
"Tmbah tugas yg banyak.","40949","256","90001386","20161","4","2","3","4","2","4","2","4","4","4","196"
"Jangan terlalu sibuk bu....","40987","294","90001324","20161","3","2","3","3","2","2","3","3","3","3","196"
"yang sabar bu","40989","317","90001494","20161","4","4","4","4","4","4","4","4","4","4","267"
"Semangat trs bu tingkatkan belajar dikelas...","40993","294","90001325","20161","4","4","4","4","3","2","4","4","4","4","196"
"Dalam pembelajaran mhs agar lbh meningkatkan kemampuan dalam speaking.","40996","294","90001325","20161","4","4","4","4","4","3","4","3","4","4","196"
"Seharusnya menggunakan cara belajar yg dapat meningkatkan minat mhsnya.","41010","294","90001325","20161","4","3","3","3","3","2","2","2","3","2","196"
"Perbanyak contoh materi.","41025","294","90001325","20161","4","4","4","4","4","1","4","3","3","3","196"
"Tetap menjadi dosen yang baik ibu","48256","353","90001753","20161","4","4","4","4","4","4","4","4","4","4","199"
"Semoga kedepannya lebih baik lagi","48252","353","90001753","20161","4","4","4","4","4","4","4","4","4","4","199"
"Lanjutkan","48250","353","90001753","20161","3","4","4","3","4","3","4","4","3","3","199"
"Semoga ujiannya sesuai dengan materi dan mudah dipahami mahasiswa/i","48249","353","90001753","20161","3","3","3","3","3","2","3","2","3","3","199"
"Lebih tegas kepada mhs agar lebih memperhatikan anda","48240","353","90001753","20161","3","3","3","3","3","2","4","4","4","4","199"
"Terimakasih bu","48254","353","90001753","20161","4","4","4","4","4","4","4","4","4","4","199"
"Bapak terbaik.","41079","336","90001420","20161","3","3","3","3","3","3","3","3","3","3","196"
"dosen mampu memberikan materi dg baik dan jelas.","41088","336","90001420","20161","4","4","4","4","4","4","4","4","4","4","196"
"Lanjutkan !!","41093","336","90001420","20161","4","4","4","4","4","3","4","4","4","4","196"
"Saya senang dg metode pembelajarannya.","41117","336","90001420","20161","3","3","3","2","3","4","3","3","2","4","196"
"Agar tdk terpaku oleh diktat..","41140","336","90001421","20161","2","2","2","2","2","3","3","2","3","2","196"
"kata yg kotor tolong jngn dikeluarkan dr mulut","41146","295","90001393","20161","4","3","3","3","4","4","3","3","4","4","267"
"Kami butuh AC","41155","185","90001483","20161","4","4","4","4","4","4","4","4","4","4","195"
